cnpj;identificador_matriz_filial;razao_social;nome_fantasia;cnae_secundario;nm_cnae
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"4929904";"Organização de excursões em veículos rodoviários próprios intermunicipal interestadual e internacional"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"5099801";"Transporte aquaviário para passeios turísticos"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"5590601";"Albergues exceto assistenciais"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"5590602";"Campings"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"5612100";"Serviços ambulantes de alimentação"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"5620104";"Fornecimento de alimentos preparados preponderantemente para consumo domiciliar"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"6010100";"Atividades de rádio"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"6319400";"Portais provedores de conteúdo e outros serviços de informação na Internet"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"6399200";"Outras atividades de prestação de serviços de informação não especificadas anteriormente"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"6499905";"Concessão de crédito pelas OSCIP"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"6630400";"Atividades de administração de fundos por contrato ou comissão"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"6911702";"Atividades auxiliares da justiça"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7210000";"Pesquisa e desenvolvimento experimental em ciências físicas e naturais"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7220700";"Pesquisa e desenvolvimento experimental em ciências sociais e humanas"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7319099";"Outras atividades de publicidade não especificadas anteriormente"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7320300";"Pesquisas de mercado e de opinião pública"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7490104";"Atividades de intermediação e agenciamento de serviços e negócios em geral exceto imobiliários"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7810800";"Seleção e agenciamento de mão de obra"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7820500";"Locação de mão de obra temporária"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7830200";"Fornecimento e gestão de recursos humanos para terceiros"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"7912100";"Operadores turísticos"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8299705";"Serviços de levantamento de fundos sob contrato"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8299707";"Salas de acesso à Internet"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8412400";"Regulação das atividades de saúde educação serviços culturais e outros serviços sociais"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8413200";"Regulação das atividades econômicas"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8550301";"Administração de caixas escolares"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8550302";"Atividades de apoio à educação exceto caixas escolares"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8591100";"Ensino de esportes"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"8660700";"Atividades de apoio à gestão de saúde"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9001902";"Produção musical"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9002701";"Atividades de artistas plásticos jornalistas independentes e escritores"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9101500";"Atividades de bibliotecas e arquivos"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9103100";"Atividades de jardins botânicos zoológicos parques nacionais reservas ecológicas e áreas de proteção ambiental"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9311500";"Gestão de instalações de esportes"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9312300";"Clubes sociais esportivos e similares"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9319101";"Produção e promoção de eventos esportivos"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"9609299";"Outras atividades de serviços pessoais não especificadas anteriormente"
"19888292000179";"1";"ESPACO MISSOES NOVA IGUACU LTDA";"";"8230002";"Casas de festas e eventos"
"19926122000131";"1";"DOM BOSCO EVENTOS E PARTICIPACOES LTDA";"DOM BOSCO";"8591100";"Ensino de esportes"
"20009306000116";"1";"ASSSOCIACAO ESPORTIVA PENHAROL";"PENHAROL";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"20032054000146";"1";"STEAMROLLERS EQUIPE ESPORTIVA EIRELI";"STEAMROLLERS";"9311500";"Gestão de instalações de esportes"
"20032054000146";"1";"STEAMROLLERS EQUIPE ESPORTIVA EIRELI";"STEAMROLLERS";"9312300";"Clubes sociais esportivos e similares"
"20032054000146";"1";"STEAMROLLERS EQUIPE ESPORTIVA EIRELI";"STEAMROLLERS";"9313100";"Atividades de condicionamento físico"
"20151742000125";"1";"ESTRELA OESTE CLUBE";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"20151742000125";"1";"ESTRELA OESTE CLUBE";"";"9499500";"Atividades associativas não especificadas anteriormente"
"20151742000206";"2";"ESTRELA OESTE CLUBE";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"20151742000206";"2";"ESTRELA OESTE CLUBE";"";"9499500";"Atividades associativas não especificadas anteriormente"
"20164826000101";"1";"SARAIVA FUTEBOL CLUBE";"SARAIVA FUTEBOL CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"20206868000150";"1";"FELIZ FUTEBOL CLUBE";"FELIXLANDIA FUTEBOL CLUBE";"9499500";"Atividades associativas não especificadas anteriormente"
"20207098000160";"1";"ASSOCIACAO ATLETICA BANCO DO BRASIL PARACATU";"AABB PARACATU";"9499500";"Atividades associativas não especificadas anteriormente"
"20289176000112";"1";"JOSIVALDO FONSECA CAJUEIRO";"";"4729602";"Comércio varejista de mercadorias em lojas de conveniência"
"20289176000112";"1";"JOSIVALDO FONSECA CAJUEIRO";"";"4763602";"Comércio varejista de artigos esportivos"
"20289176000112";"1";"JOSIVALDO FONSECA CAJUEIRO";"";"5611203";"Lanchonetes casas de chá de sucos e similares"
"20291311000164";"1";"CLUBE SOCIAL DESPORTIVO FRANCO REZENDE";"CLUBE SOCIAL DESPORTIVO FRANCO REZENDE";"9312300";"Clubes sociais esportivos e similares"
"20305387000100";"1";"BARRA ESPORTE CLUBE EIRELI";"BARRA FUTEBOL CLUBE";"7490104";"Atividades de intermediação e agenciamento de serviços e negócios em geral exceto imobiliários"
"20305387000100";"1";"BARRA ESPORTE CLUBE EIRELI";"BARRA FUTEBOL CLUBE";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"20305387000100";"1";"BARRA ESPORTE CLUBE EIRELI";"BARRA FUTEBOL CLUBE";"8591100";"Ensino de esportes"
"20305387000100";"1";"BARRA ESPORTE CLUBE EIRELI";"BARRA FUTEBOL CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"20329725000135";"1";"CLUBE LAGEANO DE CACA E TIRO ALTOS DA SERRA";"CLUBE LAGEANO DE CACA E TIRO ALTOS DA SERRA";"8591100";"Ensino de esportes"
"20342925000128";"1";"CFZ DE VITORIA DO XINGU ATIVIDADE ESPORTIVA LTDA";"CFZ DE VITORIA DO XINGU";"9319101";"Produção e promoção de eventos esportivos"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"1813001";"Impressão de material para uso publicitário"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"1821100";"Serviços de pré-impressão"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"1822999";"Serviços de acabamentos gráficos exceto encadernação e plastificação"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4120400";"Construção de edifícios"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4292801";"Montagem de estruturas metálicas"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4321500";"Instalação e manutenção elétrica"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4330402";"Instalação de portas janelas tetos divisórias e armários embutidos de qualquer material"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4330404";"Serviços de pintura de edifícios em geral"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4616800";"Representantes comerciais e agentes do comércio de têxteis vestuário calçados e artigos de viagem"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4649499";"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4923002";"Serviço de transporte de passageiros - locação de automóveis com motorista"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"4930202";"Transporte rodoviário de carga exceto produtos perigosos e mudanças intermunicipal interestadual e internacional"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"5620102";"Serviços de alimentação para eventos e recepções - bufê"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"6311900";"Tratamento de dados provedores de serviços de aplicação e serviços de hospedagem na Internet"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"6319400";"Portais provedores de conteúdo e outros serviços de informação na Internet"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"6399200";"Outras atividades de prestação de serviços de informação não especificadas anteriormente"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"7739003";"Aluguel de palcos coberturas e outras estruturas de uso temporário exceto andaimes"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"7911200";"Agências de viagens"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"7912100";"Operadores turísticos"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"7990200";"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"8011101";"Atividades de vigilância e segurança privada"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"8130300";"Atividades paisagísticas"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"8591100";"Ensino de esportes"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"9001906";"Atividades de sonorização e de iluminação"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"9311500";"Gestão de instalações de esportes"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"9312300";"Clubes sociais esportivos e similares"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"9313100";"Atividades de condicionamento físico"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"20396232000118";"1";"RPM PRODUCOES E EVENTOS LTDA";"RPM PRODUCOES E EVENTOS";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"20439448000113";"1";"ASSOCIACAO CULTURAL E DESPORTIVA BREGAFO ESPORTE CLUBE - BEC";"BREGAFO ESPORTE CLUBE";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"20452636000181";"1";"REC ESPORTE CLUBE LTDA";"";"9319101";"Produção e promoção de eventos esportivos"
"20455912000165";"1";"CLUBE DE TIRO CALIBRE 12 LTDA.";"CLUBE DE TIRO CALIBRE 12";"8591100";"Ensino de esportes"
"20455912000165";"1";"CLUBE DE TIRO CALIBRE 12 LTDA.";"CLUBE DE TIRO CALIBRE 12";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"20455912000246";"2";"CLUBE DE TIRO CALIBRE 12 LTDA.";"CLUBE DE TIRO CALIBRE 12";"8591100";"Ensino de esportes"
"20455912000246";"2";"CLUBE DE TIRO CALIBRE 12 LTDA.";"CLUBE DE TIRO CALIBRE 12";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"4723700";"Comércio varejista de bebidas"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"5611201";"Restaurantes e similares"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"5611203";"Lanchonetes casas de chá de sucos e similares"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"5620102";"Serviços de alimentação para eventos e recepções - bufê"
"20480808000120";"1";"PARK PRAIA CLUBE EIRELI";"PARK PRAIA CLUBE";"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente"
"20481551000121";"1";"RUGHER CLUBE DE TIRO DEFENSIVO";"RUGHER CENTRO DE TREINAMENTOS";"8541400";"Educação profissional de nível técnico"
"20481551000121";"1";"RUGHER CLUBE DE TIRO DEFENSIVO";"RUGHER CENTRO DE TREINAMENTOS";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"4789099";"Comércio varejista de outros produtos não especificados anteriormente"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"5912099";"Atividades de pós-produção cinematográfica de vídeos e de programas de televisão não especificadas anteriormente"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"7420001";"Atividades de produção de fotografias exceto aérea e submarina"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"7420004";"Filmagem de festas e eventos"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"7729201";"Aluguel de aparelhos de jogos eletrônicos"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"7729202";"Aluguel de móveis utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"20604860000141";"1";"LUCAS EDUARDO FERREIRA";"MOMENTOS PRODUCOES PARA FESTAS E EVENTOS";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"20606062000159";"1";"ASSOCIACAO  ATLETICA  ARAGUAIA";"A.A.A.";"9319101";"Produção e promoção de eventos esportivos"
"20736104000176";"1";"ASSOCIACAO ATLETICA BANCO DO BRASIL - AABB VAZANTE (MG)";"AABB VAZANTE";"5611203";"Lanchonetes casas de chá de sucos e similares"
"20743872000157";"1";"PROJETO 10 DA BOLA E O 10 DA ESCOLA";"";"9001901";"Produção teatral"
"20743872000157";"1";"PROJETO 10 DA BOLA E O 10 DA ESCOLA";"";"9001902";"Produção musical"
"20743872000157";"1";"PROJETO 10 DA BOLA E O 10 DA ESCOLA";"";"9001903";"Produção de espetáculos de dança"
"20743872000157";"1";"PROJETO 10 DA BOLA E O 10 DA ESCOLA";"";"9001906";"Atividades de sonorização e de iluminação"
"20743872000157";"1";"PROJETO 10 DA BOLA E O 10 DA ESCOLA";"";"9001999";"Artes cênicas espetáculos e atividades complementares não especificados anteriormente"
"20743872000157";"1";"PROJETO 10 DA BOLA E O 10 DA ESCOLA";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"20774008000112";"1";"XAVIER & CRUZ PAINTBALL BH LTDA";"";"5611203";"Lanchonetes casas de chá de sucos e similares"
"20847998000171";"1";"GERACAO FORTE FUTEBOL CLUBE";"CLUBE GERACAO FORTE FUTEBOL";"9319101";"Produção e promoção de eventos esportivos"
"20953780000100";"1";"CARLOS GAZOLLA DOURADO";"ARENA MOURA";"8591100";"Ensino de esportes"
"20991536000123";"1";"BLACK BEARD CLUBE DE TIRO LTDA";"BLACK BEARD CLUBE DE TIRO";"8591100";"Ensino de esportes"
"20991536000123";"1";"BLACK BEARD CLUBE DE TIRO LTDA";"BLACK BEARD CLUBE DE TIRO";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"21026381000158";"1";"CLUBE RECREATIVO DE FUTEBOL AMAZONAS";"AMAZONAS ESPORTE CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"21026381000158";"1";"CLUBE RECREATIVO DE FUTEBOL AMAZONAS";"AMAZONAS ESPORTE CLUBE";"9329801";"Discotecas danceterias salões de dança e similares"
"21026381000158";"1";"CLUBE RECREATIVO DE FUTEBOL AMAZONAS";"AMAZONAS ESPORTE CLUBE";"9329804";"Exploração de jogos eletrônicos recreativos"
